nut_stroke_mm,jaw_closing_angle_deg,dphi_ds_rad_per_mm,dphi_ds_deg_per_mm,d2phi_ds2_rad_per_mm2,d2phi_ds2_deg_per_mm2,jaw_omega_rad_per_s,jaw_omega_deg_per_s,jaw_alpha_rad_per_s2,jaw_alpha_deg_per_s2,joint3_x_mm,joint3_y_mm
8.992000,17.985390,0.046140256,2.643642,0.004017802,0.230203,0.046140256,2.643642,0.004017802,0.230203,-46.490534,29.675800
9.008000,18.027717,0.046204646,2.647331,0.004031038,0.230961,0.046204646,2.647331,0.004031038,0.230961,-46.483013,29.684538
9.024000,18.070104,0.046269249,2.651033,0.004044336,0.231723,0.046269249,2.651033,0.004044336,0.231723,-46.475464,29.693306
9.040000,18.112550,0.046334065,2.654746,0.004057696,0.232489,0.046334065,2.654746,0.004057696,0.232489,-46.467885,29.702103
9.056000,18.155056,0.046399095,2.658472,0.004071118,0.233258,0.046399095,2.658472,0.004071118,0.233258,-46.460278,29.710928
9.072000,18.197621,0.046464341,2.662211,0.004084603,0.234030,0.046464341,2.662211,0.004084603,0.234030,-46.452641,29.719783
9.088000,18.240247,0.046529803,2.665961,0.004098150,0.234807,0.046529803,2.665961,0.004098150,0.234807,-46.444975,29.728668
9.104000,18.282932,0.046595482,2.669724,0.004111761,0.235587,0.046595482,2.669724,0.004111761,0.235587,-46.437280,29.737581
9.120000,18.325678,0.046661379,2.673500,0.004125435,0.236370,0.046661379,2.673500,0.004125435,0.236370,-46.429555,29.746524
9.136000,18.368484,0.046727496,2.677288,0.004139174,0.237157,0.046727496,2.677288,0.004139174,0.237157,-46.421801,29.755497
9.152000,18.411351,0.046793833,2.681089,0.004152977,0.237948,0.046793833,2.681089,0.004152977,0.237948,-46.414017,29.764499
9.168000,18.454279,0.046860391,2.684903,0.004166845,0.238743,0.046860391,2.684903,0.004166845,0.238743,-46.406203,29.773531
9.184000,18.497268,0.046927172,2.688729,0.004180779,0.239541,0.046927172,2.688729,0.004180779,0.239541,-46.398360,29.782593
9.200000,18.540318,0.046994176,2.692568,0.004194778,0.240343,0.046994176,2.692568,0.004194778,0.240343,-46.390486,29.791685
9.216000,18.583430,0.047061404,2.696420,0.004208843,0.241149,0.047061404,2.696420,0.004208843,0.241149,-46.382582,29.800806
9.232000,18.626604,0.047128859,2.700285,0.004222975,0.241959,0.047128859,2.700285,0.004222975,0.241959,-46.374648,29.809958
9.248000,18.669839,0.047196540,2.704163,0.004237174,0.242772,0.047196540,2.704163,0.004237174,0.242772,-46.366684,29.819139
9.264000,18.713137,0.047264448,2.708053,0.004251441,0.243590,0.047264448,2.708053,0.004251441,0.243590,-46.358689,29.828351
9.280000,18.756497,0.047332586,2.711957,0.004265775,0.244411,0.047332586,2.711957,0.004265775,0.244411,-46.350663,29.837593
9.296000,18.799920,0.047400953,2.715875,0.004280178,0.245236,0.047400953,2.715875,0.004280178,0.245236,-46.342607,29.846865
9.312000,18.843405,0.047469551,2.719805,0.004294649,0.246065,0.047469551,2.719805,0.004294649,0.246065,-46.334520,29.856168
9.328000,18.886953,0.047538382,2.723749,0.004309190,0.246898,0.047538382,2.723749,0.004309190,0.246898,-46.326401,29.865501
9.344000,18.930565,0.047607446,2.727706,0.004323800,0.247735,0.047607446,2.727706,0.004323800,0.247735,-46.318252,29.874865
9.360000,18.974240,0.047676743,2.731676,0.004338480,0.248577,0.047676743,2.731676,0.004338480,0.248577,-46.310072,29.884260
9.376000,19.017979,0.047746277,2.735660,0.004353231,0.249422,0.047746277,2.735660,0.004353231,0.249422,-46.301860,29.893685
9.392000,19.061781,0.047816047,2.739658,0.004368053,0.250271,0.047816047,2.739658,0.004368053,0.250271,-46.293617,29.903141
9.408000,19.105648,0.047886055,2.743669,0.004382946,0.251124,0.047886055,2.743669,0.004382946,0.251124,-46.285342,29.912628
9.424000,19.149578,0.047956301,2.747694,0.004397911,0.251982,0.047956301,2.747694,0.004397911,0.251982,-46.277036,29.922146
9.440000,19.193574,0.048026788,2.751732,0.004412949,0.252843,0.048026788,2.751732,0.004412949,0.252843,-46.268698,29.931695
9.456000,19.237634,0.048097516,2.755785,0.004428059,0.253709,0.048097516,2.755785,0.004428059,0.253709,-46.260328,29.941275
9.472000,19.281759,0.048168486,2.759851,0.004443243,0.254579,0.048168486,2.759851,0.004443243,0.254579,-46.251926,29.950886
9.488000,19.325949,0.048239699,2.763931,0.004458501,0.255453,0.048239699,2.763931,0.004458501,0.255453,-46.243491,29.960529
9.504000,19.370205,0.048311158,2.768025,0.004473832,0.256332,0.048311158,2.768025,0.004473832,0.256332,-46.235025,29.970203
9.520000,19.414526,0.048382862,2.772134,0.004489239,0.257214,0.048382862,2.772134,0.004489239,0.257214,-46.226526,29.979909
9.536000,19.458913,0.048454813,2.776256,0.004504721,0.258101,0.048454813,2.776256,0.004504721,0.258101,-46.217994,29.989646
9.552000,19.503366,0.048527013,2.780393,0.004520278,0.258993,0.048527013,2.780393,0.004520278,0.258993,-46.209430,29.999415
9.568000,19.547886,0.048599462,2.784544,0.004535912,0.259889,0.048599462,2.784544,0.004535912,0.259889,-46.200833,30.009216
9.584000,19.592472,0.048672162,2.788709,0.004551623,0.260789,0.048672162,2.788709,0.004551623,0.260789,-46.192203,30.019049
9.600000,19.637124,0.048745114,2.792889,0.004567411,0.261693,0.048745114,2.792889,0.004567411,0.261693,-46.183539,30.028913
9.616000,19.681844,0.048818319,2.797084,0.004583276,0.262602,0.048818319,2.797084,0.004583276,0.262602,-46.174843,30.038810
9.632000,19.726631,0.048891779,2.801293,0.004599220,0.263516,0.048891779,2.801293,0.004599220,0.263516,-46.166114,30.048739
9.648000,19.771485,0.048965494,2.805516,0.004615243,0.264434,0.048965494,2.805516,0.004615243,0.264434,-46.157350,30.058699
9.664000,19.816408,0.049039467,2.809754,0.004631345,0.265357,0.049039467,2.809754,0.004631345,0.265357,-46.148554,30.068693
9.680000,19.861398,0.049113697,2.814008,0.004647526,0.266284,0.049113697,2.814008,0.004647526,0.266284,-46.139723,30.078718
9.696000,19.906456,0.049188188,2.818276,0.004663789,0.267215,0.049188188,2.818276,0.004663789,0.267215,-46.130859,30.088776
9.712000,19.951582,0.049262939,2.822558,0.004680132,0.268152,0.049262939,2.822558,0.004680132,0.268152,-46.121961,30.098867
9.728000,19.996778,0.049337952,2.826856,0.004696556,0.269093,0.049337952,2.826856,0.004696556,0.269093,-46.113028,30.108990
9.744000,20.042042,0.049413228,2.831169,0.004713063,0.270039,0.049413228,2.831169,0.004713063,0.270039,-46.104062,30.119146
9.760000,20.087375,0.049488770,2.835498,0.004729652,0.270989,0.049488770,2.835498,0.004729652,0.270989,-46.095061,30.129335
9.776000,20.132778,0.049564577,2.839841,0.004746325,0.271944,0.049564577,2.839841,0.004746325,0.271944,-46.086025,30.139557
9.792000,20.178250,0.049640652,2.844200,0.004763081,0.272904,0.049640652,2.844200,0.004763081,0.272904,-46.076955,30.149812
9.808000,20.223792,0.049716996,2.848574,0.004779921,0.273869,0.049716996,2.848574,0.004779921,0.273869,-46.067850,30.160100
9.824000,20.269404,0.049793610,2.852964,0.004796846,0.274839,0.049793610,2.852964,0.004796846,0.274839,-46.058710,30.170421
9.840000,20.315087,0.049870495,2.857369,0.004813856,0.275814,0.049870495,2.857369,0.004813856,0.275814,-46.049535,30.180775
9.856000,20.360840,0.049947653,2.861790,0.004830953,0.276793,0.049947653,2.861790,0.004830953,0.276793,-46.040324,30.191163
9.872000,20.406664,0.050025085,2.866226,0.004848136,0.277778,0.050025085,2.866226,0.004848136,0.277778,-46.031078,30.201584
9.888000,20.452559,0.050102793,2.870679,0.004865406,0.278767,0.050102793,2.870679,0.004865406,0.278767,-46.021797,30.212039
9.904000,20.498526,0.050180778,2.875147,0.004882764,0.279762,0.050180778,2.875147,0.004882764,0.279762,-46.012480,30.222528
9.920000,20.544564,0.050259042,2.879631,0.004900210,0.280761,0.050259042,2.879631,0.004900210,0.280761,-46.003127,30.233050
9.936000,20.590674,0.050337585,2.884131,0.004917745,0.281766,0.050337585,2.884131,0.004917745,0.281766,-45.993739,30.243606
9.952000,20.636856,0.050416410,2.888647,0.004935370,0.282776,0.050416410,2.888647,0.004935370,0.282776,-45.984314,30.254197
9.968000,20.683111,0.050495517,2.893180,0.004953085,0.283791,0.050495517,2.893180,0.004953085,0.283791,-45.974853,30.264821
9.984000,20.729438,0.050574908,2.897729,0.004970890,0.284811,0.050574908,2.897729,0.004970890,0.284811,-45.965355,30.275479
10.000000,20.775838,0.050654585,2.902294,0.004988787,0.285836,0.050654585,2.902294,0.004988787,0.285836,-45.955821,30.286172
10.016000,20.822311,0.050734550,2.906876,0.005006776,0.286867,0.050734550,2.906876,0.005006776,0.286867,-45.946250,30.296899
10.032000,20.868858,0.050814802,2.911474,0.005024858,0.287903,0.050814802,2.911474,0.005024858,0.287903,-45.936643,30.307660
10.048000,20.915479,0.050895345,2.916088,0.005043033,0.288945,0.050895345,2.916088,0.005043033,0.288945,-45.926998,30.318456
10.064000,20.962173,0.050976179,2.920720,0.005061303,0.289991,0.050976179,2.920720,0.005061303,0.289991,-45.917317,30.329287
10.080000,21.008942,0.051057307,2.925368,0.005079666,0.291043,0.051057307,2.925368,0.005079666,0.291043,-45.907597,30.340152
10.096000,21.055785,0.051138729,2.930033,0.005098126,0.292101,0.051138729,2.930033,0.005098126,0.292101,-45.897841,30.351052
10.112000,21.102703,0.051220447,2.934715,0.005116681,0.293164,0.051220447,2.934715,0.005116681,0.293164,-45.888047,30.361987
10.128000,21.149696,0.051302462,2.939415,0.005135332,0.294233,0.051302462,2.939415,0.005135332,0.294233,-45.878215,30.372958
10.144000,21.196764,0.051384777,2.944131,0.005154081,0.295307,0.051384777,2.944131,0.005154081,0.295307,-45.868345,30.383963
10.160000,21.243908,0.051467393,2.948864,0.005172929,0.296387,0.051467393,2.948864,0.005172929,0.296387,-45.858437,30.395003
10.176000,21.291128,0.051550311,2.953615,0.005191874,0.297472,0.051550311,2.953615,0.005191874,0.297472,-45.848491,30.406079
10.192000,21.338424,0.051633533,2.958384,0.005210919,0.298564,0.051633533,2.958384,0.005210919,0.298564,-45.838506,30.417191
10.208000,21.385796,0.051717061,2.963169,0.005230065,0.299661,0.051717061,2.963169,0.005230065,0.299661,-45.828483,30.428337
10.224000,21.433245,0.051800895,2.967973,0.005249311,0.300763,0.051800895,2.967973,0.005249311,0.300763,-45.818421,30.439520
10.240000,21.480771,0.051885038,2.972794,0.005268659,0.301872,0.051885038,2.972794,0.005268659,0.301872,-45.808321,30.450738
10.256000,21.528374,0.051969492,2.977633,0.005288108,0.302986,0.051969492,2.977633,0.005288108,0.302986,-45.798181,30.461992
10.272000,21.576055,0.052054258,2.982489,0.005307661,0.304107,0.052054258,2.982489,0.005307661,0.304107,-45.788002,30.473282
10.288000,21.623814,0.052139337,2.987364,0.005327318,0.305233,0.052139337,2.987364,0.005327318,0.305233,-45.777783,30.484608
10.304000,21.671651,0.052224732,2.992257,0.005347079,0.306365,0.052224732,2.992257,0.005347079,0.306365,-45.767525,30.495971
10.320000,21.719566,0.052310444,2.997168,0.005366945,0.307503,0.052310444,2.997168,0.005366945,0.307503,-45.757228,30.507369
10.336000,21.767560,0.052396474,3.002097,0.005386917,0.308648,0.052396474,3.002097,0.005386917,0.308648,-45.746890,30.518804
10.352000,21.815633,0.052482825,3.007044,0.005406996,0.309798,0.052482825,3.007044,0.005406996,0.309798,-45.736513,30.530275
10.368000,21.863786,0.052569498,3.012010,0.005427183,0.310955,0.052569498,3.012010,0.005427183,0.310955,-45.726095,30.541783
10.384000,21.912018,0.052656495,3.016995,0.005447478,0.312117,0.052656495,3.016995,0.005447478,0.312117,-45.715636,30.553328
10.400000,21.960330,0.052743818,3.021998,0.005467882,0.313287,0.052743818,3.021998,0.005467882,0.313287,-45.705138,30.564910
10.416000,22.008722,0.052831467,3.027020,0.005488395,0.314462,0.052831467,3.027020,0.005488395,0.314462,-45.694598,30.576528
10.432000,22.057194,0.052919446,3.032061,0.005509020,0.315644,0.052919446,3.032061,0.005509020,0.315644,-45.684018,30.588183
10.448000,22.105748,0.053007756,3.037121,0.005529755,0.316832,0.053007756,3.037121,0.005529755,0.316832,-45.673396,30.599876
10.464000,22.154382,0.053096398,3.042200,0.005550604,0.318026,0.053096398,3.042200,0.005550604,0.318026,-45.662733,30.611605
10.480000,22.203098,0.053185375,3.047298,0.005571565,0.319227,0.053185375,3.047298,0.005571565,0.319227,-45.652029,30.623372
10.496000,22.251896,0.053274688,3.052415,0.005592640,0.320435,0.053274688,3.052415,0.005592640,0.320435,-45.641283,30.635177
10.512000,22.300775,0.053364340,3.057551,0.005613830,0.321649,0.053364340,3.057551,0.005613830,0.321649,-45.630496,30.647019
10.528000,22.349737,0.053454331,3.062708,0.005635135,0.322869,0.053454331,3.062708,0.005635135,0.322869,-45.619666,30.658899
10.544000,22.398782,0.053544664,3.067883,0.005656557,0.324097,0.053544664,3.067883,0.005656557,0.324097,-45.608794,30.670816
10.560000,22.447909,0.053635341,3.073079,0.005678097,0.325331,0.053635341,3.073079,0.005678097,0.325331,-45.597880,30.682771
10.576000,22.497120,0.053726363,3.078294,0.005699754,0.326572,0.053726363,3.078294,0.005699754,0.326572,-45.586923,30.694765
10.592000,22.546415,0.053817733,3.083529,0.005721531,0.327820,0.053817733,3.083529,0.005721531,0.327820,-45.575924,30.706796
10.608000,22.595793,0.053909452,3.088784,0.005743428,0.329074,0.053909452,3.088784,0.005743428,0.329074,-45.564882,30.718866
10.624000,22.645256,0.054001523,3.094059,0.005765445,0.330336,0.054001523,3.094059,0.005765445,0.330336,-45.553796,30.730974
10.640000,22.694803,0.054093946,3.099355,0.005787584,0.331604,0.054093946,3.099355,0.005787584,0.331604,-45.542667,30.743121
10.656000,22.744435,0.054186725,3.104671,0.005809846,0.332880,0.054186725,3.104671,0.005809846,0.332880,-45.531495,30.755306
10.672000,22.794153,0.054279862,3.110007,0.005832232,0.334162,0.054279862,3.110007,0.005832232,0.334162,-45.520280,30.767529
10.688000,22.843956,0.054373357,3.115364,0.005854742,0.335452,0.054373357,3.115364,0.005854742,0.335452,-45.509020,30.779792
10.704000,22.893844,0.054467213,3.120741,0.005877378,0.336749,0.054467213,3.120741,0.005877378,0.336749,-45.497716,30.792093
10.720000,22.943819,0.054561433,3.126140,0.005900140,0.338053,0.054561433,3.126140,0.005900140,0.338053,-45.486368,30.804434
10.736000,22.993881,0.054656018,3.131559,0.005923029,0.339365,0.054656018,3.131559,0.005923029,0.339365,-45.474976,30.816813
10.752000,23.044029,0.054750970,3.136999,0.005946047,0.340683,0.054750970,3.136999,0.005946047,0.340683,-45.463539,30.829232
10.768000,23.094265,0.054846291,3.142461,0.005969194,0.342010,0.054846291,3.142461,0.005969194,0.342010,-45.452057,30.841690
10.784000,23.144588,0.054941984,3.147944,0.005992471,0.343343,0.054941984,3.147944,0.005992471,0.343343,-45.440530,30.854188
10.800000,23.194999,0.055038050,3.153448,0.006015880,0.344685,0.055038050,3.153448,0.006015880,0.344685,-45.428958,30.866726
10.816000,23.245498,0.055134492,3.158974,0.006039420,0.346033,0.055134492,3.158974,0.006039420,0.346033,-45.417341,30.879303
10.832000,23.296086,0.055231312,3.164521,0.006063095,0.347390,0.055231312,3.164521,0.006063095,0.347390,-45.405678,30.891920
10.848000,23.346763,0.055328511,3.170090,0.006086903,0.348754,0.055328511,3.170090,0.006086903,0.348754,-45.393969,30.904576
10.864000,23.397529,0.055426093,3.175681,0.006110847,0.350126,0.055426093,3.175681,0.006110847,0.350126,-45.382214,30.917273
10.880000,23.448385,0.055524058,3.181294,0.006134928,0.351505,0.055524058,3.181294,0.006134928,0.351505,-45.370413,30.930011
10.896000,23.499330,0.055622410,3.186929,0.006159145,0.352893,0.055622410,3.186929,0.006159145,0.352893,-45.358565,30.942788
10.912000,23.550366,0.055721151,3.192587,0.006183502,0.354289,0.055721151,3.192587,0.006183502,0.354289,-45.346671,30.955606
10.928000,23.601493,0.055820282,3.198267,0.006207998,0.355692,0.055820282,3.198267,0.006207998,0.355692,-45.334730,30.968465
10.944000,23.652711,0.055919807,3.203969,0.006232634,0.357104,0.055919807,3.203969,0.006232634,0.357104,-45.322741,30.981364
10.960000,23.704020,0.056019727,3.209694,0.006257413,0.358523,0.056019727,3.209694,0.006257413,0.358523,-45.310706,30.994304
10.976000,23.755421,0.056120044,3.215442,0.006282334,0.359951,0.056120044,3.215442,0.006282334,0.359951,-45.298623,31.007285
10.992000,23.806914,0.056220761,3.221212,0.006307400,0.361387,0.056220761,3.221212,0.006307400,0.361387,-45.286492,31.020307
11.008000,23.858500,0.056321881,3.227006,0.006332610,0.362832,0.056321881,3.227006,0.006332610,0.362832,-45.274313,31.033371
11.024000,23.910179,0.056423405,3.232823,0.006357967,0.364285,0.056423405,3.232823,0.006357967,0.364285,-45.262086,31.046475
11.040000,23.961950,0.056525336,3.238663,0.006383471,0.365746,0.056525336,3.238663,0.006383471,0.365746,-45.249811,31.059621
11.056000,24.013816,0.056627676,3.244527,0.006409124,0.367216,0.056627676,3.244527,0.006409124,0.367216,-45.237487,31.072809
11.072000,24.065775,0.056730428,3.250414,0.006434927,0.368694,0.056730428,3.250414,0.006434927,0.368694,-45.225114,31.086038
11.088000,24.117829,0.056833594,3.256325,0.006460881,0.370181,0.056833594,3.256325,0.006460881,0.370181,-45.212692,31.099310
11.104000,24.169978,0.056937176,3.262260,0.006486987,0.371677,0.056937176,3.262260,0.006486987,0.371677,-45.200221,31.112623
11.120000,24.222221,0.057041177,3.268219,0.006513246,0.373181,0.057041177,3.268219,0.006513246,0.373181,-45.187701,31.125978
11.136000,24.274561,0.057145600,3.274202,0.006539660,0.374695,0.057145600,3.274202,0.006539660,0.374695,-45.175131,31.139376
11.152000,24.326996,0.057250446,3.280209,0.006566230,0.376217,0.057250446,3.280209,0.006566230,0.376217,-45.162510,31.152815
11.168000,24.379527,0.057355719,3.286241,0.006592956,0.377749,0.057355719,3.286241,0.006592956,0.377749,-45.149840,31.166298
11.184000,24.432155,0.057461421,3.292297,0.006619842,0.379289,0.057461421,3.292297,0.006619842,0.379289,-45.137119,31.179823
11.200000,24.484881,0.057567554,3.298378,0.006646887,0.380839,0.057567554,3.298378,0.006646887,0.380839,-45.124348,31.193390
11.216000,24.537704,0.057674121,3.304484,0.006674092,0.382397,0.057674121,3.304484,0.006674092,0.382397,-45.111525,31.207001
11.232000,24.590624,0.057781125,3.310615,0.006701460,0.383965,0.057781125,3.310615,0.006701460,0.383965,-45.098652,31.220654
11.248000,24.643643,0.057888568,3.316771,0.006728992,0.385543,0.057888568,3.316771,0.006728992,0.385543,-45.085727,31.234351
11.264000,24.696761,0.057996453,3.322952,0.006756689,0.387130,0.057996453,3.322952,0.006756689,0.387130,-45.072750,31.248091
11.280000,24.749978,0.058104782,3.329159,0.006784551,0.388726,0.058104782,3.329159,0.006784551,0.388726,-45.059722,31.261874
11.296000,24.803294,0.058213558,3.335391,0.006812582,0.390332,0.058213558,3.335391,0.006812582,0.390332,-45.046641,31.275701
11.312000,24.856710,0.058322785,3.341649,0.006840781,0.391948,0.058322785,3.341649,0.006840781,0.391948,-45.033509,31.289572
11.328000,24.910227,0.058432463,3.347934,0.006869151,0.393573,0.058432463,3.347934,0.006869151,0.393573,-45.020323,31.303486
11.344000,24.963844,0.058542598,3.354244,0.006897692,0.395209,0.058542598,3.354244,0.006897692,0.395209,-45.007085,31.317445
11.360000,25.017563,0.058653190,3.360580,0.006926407,0.396854,0.058653190,3.360580,0.006926407,0.396854,-44.993794,31.331447
11.376000,25.071383,0.058764243,3.366943,0.006955296,0.398509,0.058764243,3.366943,0.006955296,0.398509,-44.980449,31.345494
11.392000,25.125305,0.058875759,3.373333,0.006984361,0.400174,0.058875759,3.373333,0.006984361,0.400174,-44.967051,31.359585
11.408000,25.179329,0.058987742,3.379749,0.007013604,0.401850,0.058987742,3.379749,0.007013604,0.401850,-44.953598,31.373721
11.424000,25.233457,0.059100194,3.386192,0.007043026,0.403536,0.059100194,3.386192,0.007043026,0.403536,-44.940092,31.387901
11.440000,25.287687,0.059213119,3.392662,0.007072628,0.405232,0.059213119,3.392662,0.007072628,0.405232,-44.926532,31.402126
11.456000,25.342022,0.059326518,3.399159,0.007102412,0.406938,0.059326518,3.399159,0.007102412,0.406938,-44.912916,31.416396
11.472000,25.396461,0.059440396,3.405684,0.007132380,0.408655,0.059440396,3.405684,0.007132380,0.408655,-44.899246,31.430711
11.488000,25.451004,0.059554755,3.412236,0.007162533,0.410383,0.059554755,3.412236,0.007162533,0.410383,-44.885521,31.445071
11.504000,25.505652,0.059669597,3.418816,0.007192872,0.412121,0.059669597,3.418816,0.007192872,0.412121,-44.871740,31.459477
11.520000,25.560406,0.059784927,3.425424,0.007223400,0.413870,0.059784927,3.425424,0.007223400,0.413870,-44.857904,31.473928
11.536000,25.615266,0.059900746,3.432060,0.007254117,0.415630,0.059900746,3.432060,0.007254117,0.415630,-44.844012,31.488425
11.552000,25.670232,0.060017058,3.438724,0.007285026,0.417401,0.060017058,3.438724,0.007285026,0.417401,-44.830063,31.502967
11.568000,25.725305,0.060133867,3.445417,0.007316128,0.419183,0.060133867,3.445417,0.007316128,0.419183,-44.816058,31.517556
11.584000,25.780485,0.060251174,3.452138,0.007347424,0.420976,0.060251174,3.452138,0.007347424,0.420976,-44.801996,31.532190
11.600000,25.835773,0.060368984,3.458888,0.007378917,0.422781,0.060368984,3.458888,0.007378917,0.422781,-44.787878,31.546871
11.616000,25.891170,0.060487300,3.465667,0.007410608,0.424597,0.060487300,3.465667,0.007410608,0.424597,-44.773701,31.561598
11.632000,25.946675,0.060606124,3.472475,0.007442498,0.426424,0.060606124,3.472475,0.007442498,0.426424,-44.759468,31.576372
11.648000,26.002289,0.060725460,3.479313,0.007474590,0.428262,0.060725460,3.479313,0.007474590,0.428262,-44.745176,31.591192
11.664000,26.058013,0.060845311,3.486180,0.007506886,0.430113,0.060845311,3.486180,0.007506886,0.430113,-44.730826,31.606060
11.680000,26.113847,0.060965680,3.493076,0.007539386,0.431975,0.060965680,3.493076,0.007539386,0.431975,-44.716418,31.620974
11.696000,26.169791,0.061086571,3.500003,0.007572093,0.433849,0.061086571,3.500003,0.007572093,0.433849,-44.701951,31.635935
11.712000,26.225847,0.061207987,3.506959,0.007605008,0.435735,0.061207987,3.506959,0.007605008,0.435735,-44.687425,31.650944
11.728000,26.282014,0.061329931,3.513946,0.007638133,0.437633,0.061329931,3.513946,0.007638133,0.437633,-44.672840,31.666000
11.744000,26.338293,0.061452407,3.520964,0.007671471,0.439543,0.061452407,3.520964,0.007671471,0.439543,-44.658195,31.681104
11.760000,26.394685,0.061575418,3.528012,0.007705023,0.441465,0.061575418,3.528012,0.007705023,0.441465,-44.643490,31.696255
11.776000,26.451189,0.061698968,3.535090,0.007738791,0.443400,0.061698968,3.535090,0.007738791,0.443400,-44.628724,31.711454
11.792000,26.507807,0.061823060,3.542200,0.007772776,0.445347,0.061823060,3.542200,0.007772776,0.445347,-44.613899,31.726702
11.808000,26.564540,0.061947697,3.549342,0.007806981,0.447307,0.061947697,3.549342,0.007806981,0.447307,-44.599012,31.741997
11.824000,26.621386,0.062072883,3.556514,0.007841408,0.449280,0.062072883,3.556514,0.007841408,0.449280,-44.584065,31.757341
11.840000,26.678348,0.062198622,3.563719,0.007876059,0.451265,0.062198622,3.563719,0.007876059,0.451265,-44.569056,31.772734
11.856000,26.735425,0.062324917,3.570955,0.007910935,0.453263,0.062324917,3.570955,0.007910935,0.453263,-44.553985,31.788175
11.872000,26.792619,0.062451772,3.578223,0.007946038,0.455274,0.062451772,3.578223,0.007946038,0.455274,-44.538852,31.803665
11.888000,26.849928,0.062579190,3.585523,0.007981372,0.457299,0.062579190,3.585523,0.007981372,0.457299,-44.523657,31.819204
11.904000,26.907355,0.062707176,3.592857,0.008016937,0.459337,0.062707176,3.592857,0.008016937,0.459337,-44.508399,31.834792
11.920000,26.964900,0.062835732,3.600222,0.008052736,0.461388,0.062835732,3.600222,0.008052736,0.461388,-44.493078,31.850430
11.936000,27.022563,0.062964863,3.607621,0.008088770,0.463452,0.062964863,3.607621,0.008088770,0.463452,-44.477694,31.866117
11.952000,27.080344,0.063094573,3.615053,0.008125043,0.465531,0.063094573,3.615053,0.008125043,0.465531,-44.462246,31.881853
11.968000,27.138244,0.063224865,3.622518,0.008161556,0.467623,0.063224865,3.622518,0.008161556,0.467623,-44.446735,31.897640
11.984000,27.196264,0.063355743,3.630017,0.008198311,0.469729,0.063355743,3.630017,0.008198311,0.469729,-44.431159,31.913476
12.000000,27.254405,0.063487211,3.637549,0.008235311,0.471849,0.063487211,3.637549,0.008235311,0.471849,-44.415518,31.929363
12.016000,27.312666,0.063619273,3.645116,0.008272558,0.473983,0.063619273,3.645116,0.008272558,0.473983,-44.399812,31.945299
12.032000,27.371048,0.063751932,3.652717,0.008310054,0.476131,0.063751932,3.652717,0.008310054,0.476131,-44.384042,31.961287
12.048000,27.429553,0.063885194,3.660352,0.008347801,0.478294,0.063885194,3.660352,0.008347801,0.478294,-44.368205,31.977325
12.064000,27.488180,0.064019062,3.668022,0.008385801,0.480471,0.064019062,3.668022,0.008385801,0.480471,-44.352303,31.993414
12.080000,27.546930,0.064153540,3.675727,0.008424058,0.482663,0.064153540,3.675727,0.008424058,0.482663,-44.336334,32.009553
12.096000,27.605803,0.064288632,3.683467,0.008462573,0.484870,0.064288632,3.683467,0.008462573,0.484870,-44.320299,32.025744
12.112000,27.664801,0.064424342,3.691243,0.008501348,0.487091,0.064424342,3.691243,0.008501348,0.487091,-44.304196,32.041987
12.128000,27.723923,0.064560675,3.699054,0.008540387,0.489328,0.064560675,3.699054,0.008540387,0.489328,-44.288027,32.058280
12.144000,27.783170,0.064697635,3.706901,0.008579692,0.491580,0.064697635,3.706901,0.008579692,0.491580,-44.271789,32.074626
12.160000,27.842544,0.064835225,3.714785,0.008619264,0.493847,0.064835225,3.714785,0.008619264,0.493847,-44.255484,32.091023
12.176000,27.902043,0.064973451,3.722705,0.008659107,0.496130,0.064973451,3.722705,0.008659107,0.496130,-44.239110,32.107472
12.192000,27.961670,0.065112317,3.730661,0.008699224,0.498429,0.065112317,3.730661,0.008699224,0.498429,-44.222668,32.123974
12.208000,28.021425,0.065251826,3.738654,0.008739615,0.500743,0.065251826,3.738654,0.008739615,0.500743,-44.206156,32.140528
12.224000,28.081307,0.065391984,3.746685,0.008780286,0.503073,0.065391984,3.746685,0.008780286,0.503073,-44.189575,32.157134
12.240000,28.141318,0.065532795,3.754753,0.008821237,0.505420,0.065532795,3.754753,0.008821237,0.505420,-44.172924,32.173793
12.256000,28.201459,0.065674264,3.762858,0.008862472,0.507782,0.065674264,3.762858,0.008862472,0.507782,-44.156203,32.190505
12.272000,28.261730,0.065816394,3.771002,0.008903993,0.510161,0.065816394,3.771002,0.008903993,0.510161,-44.139411,32.207270
12.288000,28.322131,0.065959192,3.779183,0.008945803,0.512557,0.065959192,3.779183,0.008945803,0.512557,-44.122548,32.224089
12.304000,28.382664,0.066102660,3.787403,0.008987905,0.514969,0.066102660,3.787403,0.008987905,0.514969,-44.105614,32.240960
12.320000,28.443328,0.066246805,3.795662,0.009030301,0.517398,0.066246805,3.795662,0.009030301,0.517398,-44.088609,32.257886
12.336000,28.504125,0.066391630,3.803960,0.009072995,0.519844,0.066391630,3.803960,0.009072995,0.519844,-44.071531,32.274865
12.352000,28.565055,0.066537140,3.812297,0.009115989,0.522308,0.066537140,3.812297,0.009115989,0.522308,-44.054381,32.291898
12.368000,28.626118,0.066683341,3.820674,0.009159287,0.524788,0.066683341,3.820674,0.009159287,0.524788,-44.037157,32.308986
