nut_stroke_mm,jaw_closing_angle_deg,dphi_ds_rad_per_mm,dphi_ds_deg_per_mm,d2phi_ds2_rad_per_mm2,d2phi_ds2_deg_per_mm2,jaw_omega_rad_per_s,jaw_omega_deg_per_s,jaw_alpha_rad_per_s2,jaw_alpha_deg_per_s2,joint3_x_mm,joint3_y_mm
5.600000,10.094702,0.036091533,2.067893,0.002167023,0.124161,0.036091533,2.067893,0.002167023,0.124161,-47.569310,28.373829
5.616000,10.127804,0.036126251,2.069882,0.002172688,0.124486,0.036126251,2.069882,0.002172688,0.124486,-47.566142,28.377800
5.632000,10.160938,0.036161059,2.071876,0.002178372,0.124812,0.036161059,2.071876,0.002178372,0.124812,-47.562959,28.381789
5.648000,10.194104,0.036195958,2.073876,0.002184076,0.125138,0.036195958,2.073876,0.002184076,0.125138,-47.559761,28.385795
5.664000,10.227302,0.036230949,2.075880,0.002189800,0.125466,0.036230949,2.075880,0.002189800,0.125466,-47.556549,28.389819
5.680000,10.260532,0.036266032,2.077891,0.002195544,0.125795,0.036266032,2.077891,0.002195544,0.125795,-47.553322,28.393860
5.696000,10.293795,0.036301207,2.079906,0.002201309,0.126126,0.036301207,2.079906,0.002201309,0.126126,-47.550081,28.397918
5.712000,10.327089,0.036336474,2.081927,0.002207093,0.126457,0.036336474,2.081927,0.002207093,0.126457,-47.546824,28.401994
5.728000,10.360416,0.036371834,2.083953,0.002212899,0.126790,0.036371834,2.083953,0.002212899,0.126790,-47.543553,28.406088
5.744000,10.393776,0.036407287,2.085984,0.002218724,0.127124,0.036407287,2.085984,0.002218724,0.127124,-47.540267,28.410200
5.760000,10.427168,0.036442833,2.088021,0.002224571,0.127459,0.036442833,2.088021,0.002224571,0.127459,-47.536966,28.414329
5.776000,10.460593,0.036478473,2.090063,0.002230438,0.127795,0.036478473,2.090063,0.002230438,0.127795,-47.533650,28.418476
5.792000,10.494050,0.036514207,2.092110,0.002236326,0.128132,0.036514207,2.092110,0.002236326,0.128132,-47.530318,28.422640
5.808000,10.527540,0.036550035,2.094163,0.002242234,0.128471,0.036550035,2.094163,0.002242234,0.128471,-47.526972,28.426823
5.824000,10.561063,0.036585958,2.096221,0.002248164,0.128810,0.036585958,2.096221,0.002248164,0.128810,-47.523611,28.431023
5.840000,10.594619,0.036621977,2.098285,0.002254115,0.129151,0.036621977,2.098285,0.002254115,0.129151,-47.520234,28.435241
5.856000,10.628208,0.036658090,2.100354,0.002260087,0.129493,0.036658090,2.100354,0.002260087,0.129493,-47.516843,28.439477
5.872000,10.661830,0.036694299,2.102428,0.002266080,0.129837,0.036694299,2.102428,0.002266080,0.129837,-47.513436,28.443731
5.888000,10.695486,0.036730605,2.104509,0.002272095,0.130181,0.036730605,2.104509,0.002272095,0.130181,-47.510014,28.448004
5.904000,10.729175,0.036767006,2.106594,0.002278131,0.130527,0.036767006,2.106594,0.002278131,0.130527,-47.506577,28.452294
5.920000,10.762897,0.036803505,2.108685,0.002284189,0.130874,0.036803505,2.108685,0.002284189,0.130874,-47.503124,28.456602
5.936000,10.796653,0.036840100,2.110782,0.002290268,0.131223,0.036840100,2.110782,0.002290268,0.131223,-47.499656,28.460929
5.952000,10.830442,0.036876793,2.112885,0.002296370,0.131572,0.036876793,2.112885,0.002296370,0.131572,-47.496172,28.465273
5.968000,10.864265,0.036913584,2.114993,0.002302493,0.131923,0.036913584,2.114993,0.002302493,0.131923,-47.492673,28.469636
5.984000,10.898122,0.036950473,2.117106,0.002308638,0.132275,0.036950473,2.117106,0.002308638,0.132275,-47.489158,28.474017
6.000000,10.932012,0.036987461,2.119225,0.002314805,0.132629,0.036987461,2.119225,0.002314805,0.132629,-47.485628,28.478417
6.016000,10.965937,0.037024547,2.121350,0.002320995,0.132983,0.037024547,2.121350,0.002320995,0.132983,-47.482082,28.482834
6.032000,10.999896,0.037061732,2.123481,0.002327207,0.133339,0.037061732,2.123481,0.002327207,0.133339,-47.478521,28.487270
6.048000,11.033888,0.037099018,2.125617,0.002333441,0.133696,0.037099018,2.125617,0.002333441,0.133696,-47.474943,28.491725
6.064000,11.067915,0.037136403,2.127759,0.002339698,0.134055,0.037136403,2.127759,0.002339698,0.134055,-47.471350,28.496198
6.080000,11.101977,0.037173888,2.129907,0.002345977,0.134415,0.037173888,2.129907,0.002345977,0.134415,-47.467742,28.500689
6.096000,11.136072,0.037211474,2.132060,0.002352280,0.134776,0.037211474,2.132060,0.002352280,0.134776,-47.464117,28.505200
6.112000,11.170203,0.037249161,2.134220,0.002358605,0.135138,0.037249161,2.134220,0.002358605,0.135138,-47.460477,28.509728
6.128000,11.204367,0.037286949,2.136385,0.002364953,0.135502,0.037286949,2.136385,0.002364953,0.135502,-47.456820,28.514276
6.144000,11.238567,0.037324839,2.138556,0.002371324,0.135867,0.037324839,2.138556,0.002371324,0.135867,-47.453148,28.518841
6.160000,11.272801,0.037362832,2.140733,0.002377718,0.136233,0.037362832,2.140733,0.002377718,0.136233,-47.449459,28.523426
6.176000,11.307070,0.037400926,2.142915,0.002384136,0.136601,0.037400926,2.142915,0.002384136,0.136601,-47.445755,28.528030
6.192000,11.341374,0.037439124,2.145104,0.002390577,0.136970,0.037439124,2.145104,0.002390577,0.136970,-47.442034,28.532652
6.208000,11.375714,0.037477425,2.147298,0.002397042,0.137340,0.037477425,2.147298,0.002397042,0.137340,-47.438297,28.537293
6.224000,11.410088,0.037515829,2.149499,0.002403530,0.137712,0.037515829,2.149499,0.002403530,0.137712,-47.434544,28.541953
6.240000,11.444498,0.037554338,2.151705,0.002410042,0.138085,0.037554338,2.151705,0.002410042,0.138085,-47.430775,28.546632
6.256000,11.478943,0.037592951,2.153917,0.002416578,0.138460,0.037592951,2.153917,0.002416578,0.138460,-47.426989,28.551330
6.272000,11.513423,0.037631668,2.156136,0.002423138,0.138836,0.037631668,2.156136,0.002423138,0.138836,-47.423187,28.556047
6.288000,11.547939,0.037670491,2.158360,0.002429722,0.139213,0.037670491,2.158360,0.002429722,0.139213,-47.419369,28.560783
6.304000,11.582490,0.037709419,2.160591,0.002436330,0.139591,0.037709419,2.160591,0.002436330,0.139591,-47.415534,28.565538
6.320000,11.617078,0.037748454,2.162827,0.002442963,0.139971,0.037748454,2.162827,0.002442963,0.139971,-47.411683,28.570312
6.336000,11.651701,0.037787594,2.165070,0.002449620,0.140353,0.037787594,2.165070,0.002449620,0.140353,-47.407815,28.575105
6.352000,11.686360,0.037826841,2.167318,0.002456302,0.140736,0.037826841,2.167318,0.002456302,0.140736,-47.403930,28.579918
6.368000,11.721055,0.037866196,2.169573,0.002463008,0.141120,0.037866196,2.169573,0.002463008,0.141120,-47.400029,28.584750
6.384000,11.755786,0.037905658,2.171834,0.002469739,0.141506,0.037905658,2.171834,0.002469739,0.141506,-47.396112,28.589601
6.400000,11.790554,0.037945227,2.174101,0.002476495,0.141893,0.037945227,2.174101,0.002476495,0.141893,-47.392177,28.594472
6.416000,11.825358,0.037984906,2.176375,0.002483277,0.142281,0.037984906,2.176375,0.002483277,0.142281,-47.388226,28.599362
6.432000,11.860198,0.038024692,2.178654,0.002490083,0.142671,0.038024692,2.178654,0.002490083,0.142671,-47.384257,28.604271
6.448000,11.895075,0.038064588,2.180940,0.002496915,0.143063,0.038064588,2.180940,0.002496915,0.143063,-47.380272,28.609200
6.464000,11.929988,0.038104594,2.183232,0.002503772,0.143456,0.038104594,2.183232,0.002503772,0.143456,-47.376270,28.614149
6.480000,11.964938,0.038144709,2.185531,0.002510655,0.143850,0.038144709,2.185531,0.002510655,0.143850,-47.372251,28.619117
6.496000,11.999925,0.038184935,2.187836,0.002517563,0.144246,0.038184935,2.187836,0.002517563,0.144246,-47.368215,28.624104
6.512000,12.034949,0.038225271,2.190147,0.002524498,0.144643,0.038225271,2.190147,0.002524498,0.144643,-47.364162,28.629112
6.528000,12.070010,0.038265718,2.192464,0.002531458,0.145042,0.038265718,2.192464,0.002531458,0.145042,-47.360092,28.634139
6.544000,12.105108,0.038306278,2.194788,0.002538444,0.145442,0.038306278,2.194788,0.002538444,0.145442,-47.356004,28.639186
6.560000,12.140243,0.038346949,2.197118,0.002545457,0.145844,0.038346949,2.197118,0.002545457,0.145844,-47.351899,28.644253
6.576000,12.175415,0.038387732,2.199455,0.002552496,0.146247,0.038387732,2.199455,0.002552496,0.146247,-47.347777,28.649339
6.592000,12.210625,0.038428629,2.201798,0.002559561,0.146652,0.038428629,2.201798,0.002559561,0.146652,-47.343638,28.654446
6.608000,12.245873,0.038469638,2.204148,0.002566653,0.147058,0.038469638,2.204148,0.002566653,0.147058,-47.339481,28.659572
6.624000,12.281158,0.038510761,2.206504,0.002573772,0.147466,0.038510761,2.206504,0.002573772,0.147466,-47.335307,28.664718
6.640000,12.316481,0.038551999,2.208867,0.002580917,0.147876,0.038551999,2.208867,0.002580917,0.147876,-47.331115,28.669885
6.656000,12.351842,0.038593351,2.211236,0.002588090,0.148287,0.038593351,2.211236,0.002588090,0.148287,-47.326906,28.675072
6.672000,12.387241,0.038634818,2.213612,0.002595290,0.148699,0.038634818,2.213612,0.002595290,0.148699,-47.322679,28.680278
6.688000,12.422677,0.038676400,2.215994,0.002602517,0.149113,0.038676400,2.215994,0.002602517,0.149113,-47.318434,28.685505
6.704000,12.458152,0.038718098,2.218384,0.002609771,0.149529,0.038718098,2.218384,0.002609771,0.149529,-47.314172,28.690752
6.720000,12.493666,0.038759913,2.220779,0.002617053,0.149946,0.038759913,2.220779,0.002617053,0.149946,-47.309892,28.696020
6.736000,12.529217,0.038801844,2.223182,0.002624363,0.150365,0.038801844,2.223182,0.002624363,0.150365,-47.305594,28.701307
6.752000,12.564808,0.038843892,2.225591,0.002631700,0.150785,0.038843892,2.225591,0.002631700,0.150785,-47.301278,28.706616
6.768000,12.600436,0.038886058,2.228007,0.002639066,0.151207,0.038886058,2.228007,0.002639066,0.151207,-47.296944,28.711944
6.784000,12.636104,0.038928342,2.230430,0.002646460,0.151631,0.038928342,2.230430,0.002646460,0.151631,-47.292592,28.717293
6.800000,12.671810,0.038970745,2.232859,0.002653881,0.152056,0.038970745,2.232859,0.002653881,0.152056,-47.288223,28.722663
6.816000,12.707555,0.039013267,2.235296,0.002661332,0.152483,0.039013267,2.235296,0.002661332,0.152483,-47.283835,28.728053
6.832000,12.743339,0.039055908,2.237739,0.002668811,0.152912,0.039055908,2.237739,0.002668811,0.152912,-47.279429,28.733463
6.848000,12.779163,0.039098669,2.240189,0.002676318,0.153342,0.039098669,2.240189,0.002676318,0.153342,-47.275004,28.738895
6.864000,12.815026,0.039141550,2.242646,0.002683854,0.153774,0.039141550,2.242646,0.002683854,0.153774,-47.270562,28.744347
6.880000,12.850928,0.039184552,2.245109,0.002691420,0.154207,0.039184552,2.245109,0.002691420,0.154207,-47.266101,28.749820
6.896000,12.886869,0.039227675,2.247580,0.002699014,0.154642,0.039227675,2.247580,0.002699014,0.154642,-47.261622,28.755313
6.912000,12.922850,0.039270920,2.250058,0.002706638,0.155079,0.039270920,2.250058,0.002706638,0.155079,-47.257124,28.760828
6.928000,12.958871,0.039314288,2.252543,0.002714291,0.155517,0.039314288,2.252543,0.002714291,0.155517,-47.252608,28.766363
6.944000,12.994931,0.039357778,2.255035,0.002721974,0.155958,0.039357778,2.255035,0.002721974,0.155958,-47.248073,28.771919
6.960000,13.031032,0.039401391,2.257533,0.002729687,0.156400,0.039401391,2.257533,0.002729687,0.156400,-47.243520,28.777497
6.976000,13.067173,0.039445128,2.260039,0.002737429,0.156843,0.039445128,2.260039,0.002737429,0.156843,-47.238948,28.783095
6.992000,13.103353,0.039488989,2.262552,0.002745201,0.157288,0.039488989,2.262552,0.002745201,0.157288,-47.234357,28.788715
7.008000,13.139574,0.039532974,2.265073,0.002753004,0.157736,0.039532974,2.265073,0.002753004,0.157736,-47.229747,28.794355
7.024000,13.175836,0.039577085,2.267600,0.002760837,0.158184,0.039577085,2.267600,0.002760837,0.158184,-47.225119,28.800017
7.040000,13.212137,0.039621321,2.270134,0.002768701,0.158635,0.039621321,2.270134,0.002768701,0.158635,-47.220472,28.805700
7.056000,13.248480,0.039665683,2.272676,0.002776595,0.159087,0.039665683,2.272676,0.002776595,0.159087,-47.215806,28.811405
7.072000,13.284863,0.039710172,2.275225,0.002784520,0.159541,0.039710172,2.275225,0.002784520,0.159541,-47.211120,28.817130
7.088000,13.321287,0.039754788,2.277782,0.002792476,0.159997,0.039754788,2.277782,0.002792476,0.159997,-47.206416,28.822878
7.104000,13.357752,0.039799531,2.280345,0.002800463,0.160455,0.039799531,2.280345,0.002800463,0.160455,-47.201692,28.828646
7.120000,13.394258,0.039844403,2.282916,0.002808481,0.160914,0.039844403,2.282916,0.002808481,0.160914,-47.196950,28.834436
7.136000,13.430805,0.039889403,2.285494,0.002816531,0.161375,0.039889403,2.285494,0.002816531,0.161375,-47.192188,28.840248
7.152000,13.467394,0.039934532,2.288080,0.002824613,0.161838,0.039934532,2.288080,0.002824613,0.161838,-47.187407,28.846081
7.168000,13.504024,0.039979790,2.290673,0.002832726,0.162303,0.039979790,2.290673,0.002832726,0.162303,-47.182606,28.851936
7.184000,13.540695,0.040025179,2.293274,0.002840871,0.162770,0.040025179,2.293274,0.002840871,0.162770,-47.177786,28.857813
7.200000,13.577409,0.040070698,2.295882,0.002849049,0.163238,0.040070698,2.295882,0.002849049,0.163238,-47.172946,28.863711
7.216000,13.614164,0.040116348,2.298497,0.002857259,0.163709,0.040116348,2.298497,0.002857259,0.163709,-47.168087,28.869632
7.232000,13.650961,0.040162130,2.301121,0.002865501,0.164181,0.040162130,2.301121,0.002865501,0.164181,-47.163209,28.875574
7.248000,13.687800,0.040208044,2.303751,0.002873776,0.164655,0.040208044,2.303751,0.002873776,0.164655,-47.158310,28.881538
7.264000,13.724681,0.040254091,2.306390,0.002882083,0.165131,0.040254091,2.306390,0.002882083,0.165131,-47.153392,28.887524
7.280000,13.761604,0.040300271,2.309035,0.002890424,0.165609,0.040300271,2.309035,0.002890424,0.165609,-47.148454,28.893532
7.296000,13.798570,0.040346585,2.311689,0.002898798,0.166089,0.040346585,2.311689,0.002898798,0.166089,-47.143496,28.899562
7.312000,13.835578,0.040393033,2.314350,0.002907205,0.166571,0.040393033,2.314350,0.002907205,0.166571,-47.138518,28.905614
7.328000,13.872629,0.040439615,2.317019,0.002915646,0.167054,0.040439615,2.317019,0.002915646,0.167054,-47.133520,28.911689
7.344000,13.909723,0.040486333,2.319696,0.002924120,0.167540,0.040486333,2.319696,0.002924120,0.167540,-47.128503,28.917785
7.360000,13.946859,0.040533187,2.322381,0.002932628,0.168027,0.040533187,2.322381,0.002932628,0.168027,-47.123465,28.923904
7.376000,13.984039,0.040580177,2.325073,0.002941171,0.168517,0.040580177,2.325073,0.002941171,0.168517,-47.118406,28.930046
7.392000,14.021262,0.040627305,2.327773,0.002949747,0.169008,0.040627305,2.327773,0.002949747,0.169008,-47.113328,28.936209
7.408000,14.058528,0.040674569,2.330481,0.002958358,0.169501,0.040674569,2.330481,0.002958358,0.169501,-47.108229,28.942395
7.424000,14.095837,0.040721972,2.333197,0.002967004,0.169997,0.040721972,2.333197,0.002967004,0.169997,-47.103110,28.948604
7.440000,14.133190,0.040769513,2.335921,0.002975684,0.170494,0.040769513,2.335921,0.002975684,0.170494,-47.097970,28.954835
7.456000,14.170586,0.040817194,2.338653,0.002984400,0.170993,0.040817194,2.338653,0.002984400,0.170993,-47.092810,28.961089
7.472000,14.208027,0.040865014,2.341393,0.002993150,0.171495,0.040865014,2.341393,0.002993150,0.171495,-47.087629,28.967366
7.488000,14.245511,0.040912975,2.344141,0.003001936,0.171998,0.040912975,2.344141,0.003001936,0.171998,-47.082428,28.973665
7.504000,14.283039,0.040961076,2.346897,0.003010757,0.172504,0.040961076,2.346897,0.003010757,0.172504,-47.077206,28.979987
7.520000,14.320612,0.041009319,2.349661,0.003019614,0.173011,0.041009319,2.349661,0.003019614,0.173011,-47.071963,28.986332
7.536000,14.358228,0.041057704,2.352433,0.003028507,0.173521,0.041057704,2.352433,0.003028507,0.173521,-47.066699,28.992699
7.552000,14.395890,0.041106231,2.355214,0.003037436,0.174032,0.041106231,2.355214,0.003037436,0.174032,-47.061414,28.999090
7.568000,14.433595,0.041154902,2.358002,0.003046402,0.174546,0.041154902,2.358002,0.003046402,0.174546,-47.056109,29.005504
7.584000,14.471346,0.041203716,2.360799,0.003055404,0.175062,0.041203716,2.360799,0.003055404,0.175062,-47.050782,29.011940
7.600000,14.509141,0.041252675,2.363604,0.003064442,0.175580,0.041252675,2.363604,0.003064442,0.175580,-47.045434,29.018400
7.616000,14.546981,0.041301778,2.366418,0.003073518,0.176100,0.041301778,2.366418,0.003073518,0.176100,-47.040065,29.024883
7.632000,14.584866,0.041351027,2.369239,0.003082631,0.176622,0.041351027,2.369239,0.003082631,0.176622,-47.034675,29.031390
7.648000,14.622797,0.041400422,2.372069,0.003091781,0.177146,0.041400422,2.372069,0.003091781,0.177146,-47.029263,29.037919
7.664000,14.660772,0.041449964,2.374908,0.003100968,0.177672,0.041449964,2.374908,0.003100968,0.177672,-47.023830,29.044472
7.680000,14.698794,0.041499653,2.377755,0.003110193,0.178201,0.041499653,2.377755,0.003110193,0.178201,-47.018375,29.051048
7.696000,14.736861,0.041549490,2.380610,0.003119456,0.178732,0.041549490,2.380610,0.003119456,0.178732,-47.012899,29.057648
7.712000,14.774973,0.041599476,2.383474,0.003128757,0.179265,0.041599476,2.383474,0.003128757,0.179265,-47.007401,29.064271
7.728000,14.813132,0.041649611,2.386347,0.003138097,0.179800,0.041649611,2.386347,0.003138097,0.179800,-47.001882,29.070918
7.744000,14.851336,0.041699895,2.389228,0.003147475,0.180337,0.041699895,2.389228,0.003147475,0.180337,-46.996340,29.077589
7.760000,14.889587,0.041750330,2.392118,0.003156892,0.180877,0.041750330,2.392118,0.003156892,0.180877,-46.990777,29.084283
7.776000,14.927884,0.041800916,2.395016,0.003166348,0.181418,0.041800916,2.395016,0.003166348,0.181418,-46.985192,29.091001
7.792000,14.966228,0.041851653,2.397923,0.003175843,0.181962,0.041851653,2.397923,0.003175843,0.181962,-46.979585,29.097742
7.808000,15.004618,0.041902543,2.400839,0.003185377,0.182509,0.041902543,2.400839,0.003185377,0.182509,-46.973956,29.104508
7.824000,15.043054,0.041953585,2.403763,0.003194951,0.183057,0.041953585,2.403763,0.003194951,0.183057,-46.968305,29.111297
7.840000,15.081538,0.042004781,2.406697,0.003204565,0.183608,0.042004781,2.406697,0.003204565,0.183608,-46.962632,29.118111
7.856000,15.120069,0.042056131,2.409639,0.003214219,0.184161,0.042056131,2.409639,0.003214219,0.184161,-46.956936,29.124948
7.872000,15.158647,0.042107636,2.412590,0.003223913,0.184717,0.042107636,2.412590,0.003223913,0.184717,-46.951218,29.131810
7.888000,15.197272,0.042159296,2.415550,0.003233648,0.185274,0.042159296,2.415550,0.003233648,0.185274,-46.945478,29.138696
7.904000,15.235944,0.042211113,2.418519,0.003243424,0.185834,0.042211113,2.418519,0.003243424,0.185834,-46.939715,29.145606
7.920000,15.274664,0.042263086,2.421496,0.003253240,0.186397,0.042263086,2.421496,0.003253240,0.186397,-46.933929,29.152540
7.936000,15.313432,0.042315217,2.424483,0.003263098,0.186962,0.042315217,2.424483,0.003263098,0.186962,-46.928121,29.159498
7.952000,15.352248,0.042367505,2.427479,0.003272997,0.187529,0.042367505,2.427479,0.003272997,0.187529,-46.922290,29.166481
7.968000,15.391111,0.042419952,2.430484,0.003282937,0.188098,0.042419952,2.430484,0.003282937,0.188098,-46.916437,29.173489
7.984000,15.430023,0.042472559,2.433498,0.003292920,0.188670,0.042472559,2.433498,0.003292920,0.188670,-46.910560,29.180521
8.000000,15.468983,0.042525326,2.436522,0.003302945,0.189245,0.042525326,2.436522,0.003302945,0.189245,-46.904660,29.187578
8.016000,15.507992,0.042578253,2.439554,0.003313012,0.189822,0.042578253,2.439554,0.003313012,0.189822,-46.898738,29.194659
8.032000,15.547049,0.042631342,2.442596,0.003323121,0.190401,0.042631342,2.442596,0.003323121,0.190401,-46.892792,29.201765
8.048000,15.586155,0.042684593,2.445647,0.003333274,0.190983,0.042684593,2.445647,0.003333274,0.190983,-46.886823,29.208895
8.064000,15.625310,0.042738007,2.448707,0.003343469,0.191567,0.042738007,2.448707,0.003343469,0.191567,-46.880831,29.216051
8.080000,15.664514,0.042791584,2.451777,0.003353708,0.192153,0.042791584,2.451777,0.003353708,0.192153,-46.874815,29.223231
8.096000,15.703767,0.042845326,2.454856,0.003363991,0.192742,0.042845326,2.454856,0.003363991,0.192742,-46.868776,29.230437
8.112000,15.743069,0.042899232,2.457945,0.003374317,0.193334,0.042899232,2.457945,0.003374317,0.193334,-46.862714,29.237667
8.128000,15.782421,0.042953304,2.461043,0.003384687,0.193928,0.042953304,2.461043,0.003384687,0.193928,-46.856628,29.244923
8.144000,15.821822,0.043007542,2.464151,0.003395102,0.194525,0.043007542,2.464151,0.003395102,0.194525,-46.850518,29.252203
8.160000,15.861274,0.043061947,2.467268,0.003405561,0.195124,0.043061947,2.467268,0.003405561,0.195124,-46.844384,29.259509
8.176000,15.900775,0.043116520,2.470395,0.003416065,0.195726,0.043116520,2.470395,0.003416065,0.195726,-46.838227,29.266840
8.192000,15.940326,0.043171261,2.473531,0.003426614,0.196331,0.043171261,2.473531,0.003426614,0.196331,-46.832046,29.274197
8.208000,15.979928,0.043226172,2.476677,0.003437209,0.196938,0.043226172,2.476677,0.003437209,0.196938,-46.825840,29.281579
8.224000,16.019580,0.043281252,2.479833,0.003447849,0.197547,0.043281252,2.479833,0.003447849,0.197547,-46.819611,29.288986
8.240000,16.059283,0.043336503,2.482999,0.003458535,0.198159,0.043336503,2.482999,0.003458535,0.198159,-46.813357,29.296419
8.256000,16.099036,0.043391925,2.486174,0.003469267,0.198774,0.043391925,2.486174,0.003469267,0.198774,-46.807080,29.303877
8.272000,16.138840,0.043447519,2.489359,0.003480045,0.199392,0.043447519,2.489359,0.003480045,0.199392,-46.800777,29.311361
8.288000,16.178695,0.043503286,2.492555,0.003490870,0.200012,0.043503286,2.492555,0.003490870,0.200012,-46.794451,29.318871
8.304000,16.218602,0.043559227,2.495760,0.003501742,0.200635,0.043559227,2.495760,0.003501742,0.200635,-46.788100,29.326407
8.320000,16.258560,0.043615342,2.498975,0.003512661,0.201261,0.043615342,2.498975,0.003512661,0.201261,-46.781724,29.333968
8.336000,16.298569,0.043671632,2.502200,0.003523628,0.201889,0.043671632,2.502200,0.003523628,0.201889,-46.775323,29.341555
8.352000,16.338630,0.043728098,2.505435,0.003534643,0.202520,0.043728098,2.505435,0.003534643,0.202520,-46.768898,29.349169
8.368000,16.378743,0.043784741,2.508681,0.003545705,0.203154,0.043784741,2.508681,0.003545705,0.203154,-46.762448,29.356808
8.384000,16.418908,0.043841561,2.511936,0.003556816,0.203791,0.043841561,2.511936,0.003556816,0.203791,-46.755973,29.364474
8.400000,16.459125,0.043898559,2.515202,0.003567975,0.204430,0.043898559,2.515202,0.003567975,0.204430,-46.749473,29.372166
8.416000,16.499394,0.043955736,2.518478,0.003579183,0.205072,0.043955736,2.518478,0.003579183,0.205072,-46.742948,29.379883
8.432000,16.539716,0.044013093,2.521764,0.003590441,0.205717,0.044013093,2.521764,0.003590441,0.205717,-46.736398,29.387628
8.448000,16.580091,0.044070630,2.525061,0.003601747,0.206365,0.044070630,2.525061,0.003601747,0.206365,-46.729822,29.395398
8.464000,16.620518,0.044128349,2.528368,0.003613104,0.207016,0.044128349,2.528368,0.003613104,0.207016,-46.723221,29.403196
8.480000,16.660999,0.044186249,2.531686,0.003624510,0.207669,0.044186249,2.531686,0.003624510,0.207669,-46.716595,29.411019
8.496000,16.701532,0.044244333,2.535014,0.003635967,0.208326,0.044244333,2.535014,0.003635967,0.208326,-46.709943,29.418869
8.512000,16.742119,0.044302600,2.538352,0.003647475,0.208985,0.044302600,2.538352,0.003647475,0.208985,-46.703265,29.426746
8.528000,16.782759,0.044361052,2.541701,0.003659033,0.209647,0.044361052,2.541701,0.003659033,0.209647,-46.696561,29.434650
8.544000,16.823454,0.044419689,2.545061,0.003670643,0.210312,0.044419689,2.545061,0.003670643,0.210312,-46.689832,29.442580
8.560000,16.864201,0.044478513,2.548431,0.003682304,0.210980,0.044478513,2.548431,0.003682304,0.210980,-46.683077,29.450538
8.576000,16.905003,0.044537523,2.551812,0.003694017,0.211652,0.044537523,2.551812,0.003694017,0.211652,-46.676296,29.458522
8.592000,16.945859,0.044596721,2.555204,0.003705782,0.212326,0.044596721,2.555204,0.003705782,0.212326,-46.669488,29.466533
8.608000,16.986770,0.044656108,2.558607,0.003717599,0.213003,0.044656108,2.558607,0.003717599,0.213003,-46.662655,29.474572
8.624000,17.027735,0.044715685,2.562020,0.003729470,0.213683,0.044715685,2.562020,0.003729470,0.213683,-46.655795,29.482637
8.640000,17.068754,0.044775451,2.565444,0.003741393,0.214366,0.044775451,2.565444,0.003741393,0.214366,-46.648909,29.490730
8.656000,17.109829,0.044835409,2.568880,0.003753370,0.215052,0.044835409,2.568880,0.003753370,0.215052,-46.641996,29.498850
8.672000,17.150959,0.044895559,2.572326,0.003765400,0.215742,0.044895559,2.572326,0.003765400,0.215742,-46.635056,29.506997
8.688000,17.192143,0.044955902,2.575783,0.003777485,0.216434,0.044955902,2.575783,0.003777485,0.216434,-46.628090,29.515172
8.704000,17.233384,0.045016439,2.579252,0.003789623,0.217129,0.045016439,2.579252,0.003789623,0.217129,-46.621097,29.523374
8.720000,17.274680,0.045077170,2.582732,0.003801817,0.217828,0.045077170,2.582732,0.003801817,0.217828,-46.614078,29.531604
8.736000,17.316031,0.045138097,2.586222,0.003814065,0.218530,0.045138097,2.586222,0.003814065,0.218530,-46.607031,29.539861
8.752000,17.357439,0.045199220,2.589725,0.003826369,0.219235,0.045199220,2.589725,0.003826369,0.219235,-46.599957,29.548146
8.768000,17.398902,0.045260540,2.593238,0.003838729,0.219943,0.045260540,2.593238,0.003838729,0.219943,-46.592856,29.556459
8.784000,17.440422,0.045322059,2.596763,0.003851144,0.220654,0.045322059,2.596763,0.003851144,0.220654,-46.585728,29.564800
8.800000,17.481999,0.045383777,2.600299,0.003863616,0.221369,0.045383777,2.600299,0.003863616,0.221369,-46.578573,29.573169
8.816000,17.523632,0.045445695,2.603847,0.003876145,0.222087,0.045445695,2.603847,0.003876145,0.222087,-46.571390,29.581566
8.832000,17.565322,0.045507814,2.607406,0.003888730,0.222808,0.045507814,2.607406,0.003888730,0.222808,-46.564179,29.589990
8.848000,17.607069,0.045570134,2.610976,0.003901373,0.223532,0.045570134,2.610976,0.003901373,0.223532,-46.556941,29.598443
8.864000,17.648873,0.045632658,2.614559,0.003914074,0.224260,0.045632658,2.614559,0.003914074,0.224260,-46.549675,29.606925
8.880000,17.690735,0.045695385,2.618153,0.003926833,0.224991,0.045695385,2.618153,0.003926833,0.224991,-46.542381,29.615434
8.896000,17.732654,0.045758316,2.621758,0.003939650,0.225725,0.045758316,2.621758,0.003939650,0.225725,-46.535059,29.623972
8.912000,17.774631,0.045821454,2.625376,0.003952526,0.226463,0.045821454,2.625376,0.003952526,0.226463,-46.527709,29.632538
8.928000,17.816666,0.045884797,2.629005,0.003965462,0.227204,0.045884797,2.629005,0.003965462,0.227204,-46.520330,29.641133
8.944000,17.858759,0.045948348,2.632646,0.003978456,0.227949,0.045948348,2.632646,0.003978456,0.227949,-46.512924,29.649757
8.960000,17.900911,0.046012108,2.636300,0.003991511,0.228697,0.046012108,2.636300,0.003991511,0.228697,-46.505489,29.658409
8.976000,17.943121,0.046076077,2.639965,0.004004626,0.229448,0.046076077,2.639965,0.004004626,0.229448,-46.498026,29.667090
